xdg-permission-store,0.00006190313768433981,0,0,1,34.94131974368204,0
fusermount3,0,0,0,1,34.87762272132124,0
gnome-session-ctl,0,0,0,1,34.88134016819303,0
gvfsd,0.0015475784421084952,0,0,1,34.94210612667415,0
gvfsd-fuse,0,0,0,1,34.95161421194237,0
at-spi-bus-launcher,0.00024761255073735923,0,0,1,34.83465761420694,0
gnome-shell,9.556358783157641,3.6,0,1,34.84030527387753,0
gnome-shell-calendar-server,0.0009285470652650972,0.1,0,1,34.919801445443426,0
evolution-source-registry,0.0016094815797928351,0.2,0,1,34.823969954450554,0
upowerd,0.0004952251014747185,0,0,1,34.91404655172845,0
gvfs-udisks2-volume-monitor,0.0011142564783181166,0,0,1,34.91086527507856,0
goa-daemon,0.004580832188641146,0.6,0,1,34.96265931851335,0
dconf-service,0.00037141882610603887,0,0,1,34.9617299567954,0
gvfsd-metadata,0.000309515688421699,0,0,1,34.954616765184966,0
gvfs-goa-volume-monitor,0.0004952251014747185,0,0,1,34.95772655247194,0
evolution-calendar-factory,0.004333219637903786,0.4,0,1,34.938996339387174,0
goa-identity-service,0.0008666439275807573,0.1,0,1,34.86189506147907,0
gvfs-afc-volume-monitor,0.0023523192320049125,0,0,1,34.86103718912404,0
gvfs-gphoto2-volume-monitor,0.0005571282391590583,0,0,1,34.94660995653804,0
gvfs-mtp-volume-monitor,0.00043332196379037864,0,0,1,35.016419319428415,0
evolution-addressbook-factory,0.0005571282391590583,0.2,0,1,34.92863038176392,0
packagekitd,0.1219491812381494,0.3,0,1,34.84502357183018,0
gvfsd-trash,0.0012380627536867962,0,0,1,34.85535378477198,0
gjs,0.0006809345145277379,0.2,0,1,34.94543038204988,0
at-spi2-registryd,0.000309515688421699,0,0,1,34.938102722350685,0
sh,0,0,0,1,34.919443998628836,0
gsd-a11y-settings,0.0001857094130530194,0,0,1,35.01398868108917,0
gsd-color,0.001299965891371136,0.2,0,1,34.91529761557953,0
ibus-daemon,0.04029894263250522,0.1,0,1,34.93445676484181,0
gsd-datetime,0.000309515688421699,0.1,0,1,34.920444849709696,0
gsd-housekeeping,0.0005571282391590583,0,0,1,34.92616399874321,0
gsd-keyboard,0.0009285470652650971,0.1,0,1,34.91590527516434,0
gsd-media-keys,0.0011761596160024563,0.2,0,1,34.925055913617975,0
gsd-power,0.0014237721667398155,0.2,0,1,34.99036144664445,0
gsd-print-notifications,0.0003714188261060388,0.1,0,1,34.987752084897906,0
gsd-rfkill,0.00024761255073735923,0,0,1,34.896388679087465,0
gsd-screensaver-proxy,0.00024761255073735923,0,0,1,34.89771123230147,0
gsd-sharing,0.000309515688421699,0,0,1,34.89746101953125,0
gsd-smartcard,0.0001857094130530194,0,0,1,34.98753761680915,0
gsd-sound,0.00024761255073735923,0,0,1,34.99021846791861,0
gsd-wacom,0.0008666439275807573,0.2,0,1,34.88316314694746,0
ibus-dconf,0.00006190313768433981,0,0,1,34.86614867857274,0
ibus-extension-gtk3,0.013061562051395699,0.2,0,1,34.86732825306091,0
evolution-alarm-notify,0.0024142223696892525,0.5,0,1,34.88491463633897,0
ibus-portal,0.0006809345145277379,0,0,1,34.8899188917433,0
gsd-disk-utility-notify,0.0001857094130530194,0,0,1,34.87662187024037,0
snapd-desktop-integration,0.0015475784421084952,0.1,0,1,34.859678891228576,0
gsd-printer,0.00012380627536867961,0.1,0,1,34.87562101915951,0
snap-store,0.04760351287925731,2,0,1,34.88652314700465,0
ibus-engine-simple,0.009533083203388328,0,0,1,34.89578101950265,0
xdg-desktop-portal,0.005942701217696621,0.1,0,1,34.86961591267431,0
colord,0.002352319232004913,0.1,0,1,34.957440595020266,0
tracker-miner-fs-3,0.011452080471602864,0.3,0,1,35.031753787774534,0
xdg-desktop-portal-gnome,0.00959498634107267,0.4,0,1,35.012201447016196,0
xdg-desktop-portal-gtk,0.002228512956636233,0.2,0,1,34.91386782832115,0
fwupd,0.0031570600219013303,0.2,0,1,34.89735378548687,0
tls-strp,0,0,0,1,34.989682297696724,0
snap,0.021356582501097232,0.1,0,1,34.89860484933796,0
update-notifier,0.041908424212298054,0.2,0,1,34.96837846754687,0
u12:1-writeback,0.038813267328081054,0,0,1,34.86075123167236,0
Xwayland,0.07248857422836191,0.5,0,1,34.964339318541946,0
gsd-xsettings,0.0018570941305301944,0.7,0,1,35.047660171024006,0
ibus-x11,0.002476125507373592,0.2,0,1,34.87798016813583,0
seahorse,0.0015475784421084952,0.3,0,1,34.899355487648606,0
gvfsd-google,0.000619031376843398,0.2,0,1,34.969164850538974,0
gvfsd-network,0.00012380627536867961,0,0,1,34.96559038239303,0
gvfsd-dnssd,0.00006190313768433981,0,0,1,34.974419318713515,0
u12:0-events_power_efficient,0.0052617667031688835,0,0,1,35.062244001059476,0
nautilus,0.04444645285735598,0.6,0,1,34.97409761658039,0
u12:2,0,0,0,1,34.99229165944327,0
gnome-terminal-server,0.0015475784421084952,0.4,0,1,34.83816059298997,0
bash,0.00012380627536867961,0,0,1,34.93045336051836,0
node,0.0008047407898964176,0.3,0,1,34.927736764727435,0
ps,0,0,0,1,34.90353761537936,0
